site,tortid,sex,status,year,quarter,date,cohab_count,logistic_count,temperature,rainfall,local_tort_density,local_burrow_density,survey_rate
CS,CS0051,M,C,2010,2,2010-04-01,0,0,57.6,0.03,1,2,0.4666666666666667
CS,CS0051,M,C,2010,2,2010-06-14,0,0,81.0,0.0,0,1,0.6666666666666666
CS,CS0051,M,C,2010,2,2010-05-26,0,0,64.9,0.0,0,2,0.6333333333333333
CS,CS0051,M,C,2010,2,2010-05-13,0,0,64.9,0.0,0,1,0.6333333333333333
CS,CS0051,M,C,2010,2,2010-06-29,0,0,81.0,0.0,0,1,0.6333333333333333
CS,CS0051,M,C,2010,3,2010-09-27,0,0,77.4,0.0,0,1,0.7333333333333333
CS,CS0051,M,C,2010,2,2010-03-23,1,1,53.2,0.08,1,2,0.4
CS,CS0051,M,C,2010,2,2010-03-24,1,1,53.2,0.08,1,2,0.4
CS,CS0051,M,C,2010,2,2010-06-10,0,0,81.0,0.0,0,3,0.6666666666666666
CS,CS0051,M,C,2010,3,2010-07-15,0,0,89.6,0.0,0,1,0.6333333333333333
CS,CS0051,M,C,2011,3,2011-07-27,1,1,85.8,0.0,1,1,0.71875
CS,CS0051,M,C,2009,1,2009-11-18,0,0,53.2,0.02,0,1,0.6
CS,CS0051,M,C,2010,2,2010-04-09,0,0,57.6,0.03,0,2,0.3
CS,CS0051,M,C,2011,2,2011-04-15,0,0,61.9,0.0,0,1,0.21875
CS,CS0051,M,C,2010,2,2010-06-25,0,0,81.0,0.0,0,1,0.6333333333333333
CS,CS0051,M,C,2010,2,2010-03-12,1,1,53.2,0.08,1,2,0.13333333333333333
CS,CS0051,M,C,2009,3,2009-07-17,1,1,90.0,0.15,1,1,0.68
CS,CS0051,M,C,2009,3,2009-10-13,0,0,61.7,0.0,0,1,0.24
CS,CS0051,M,C,2010,2,2010-05-21,0,0,64.9,0.0,0,1,0.6
CS,CS0051,M,C,2009,3,2009-10-30,0,0,61.7,0.0,0,1,0.56
CS,CS0051,M,C,2010,2,2010-03-08,1,1,53.2,0.08,1,2,0.13333333333333333
CS,CS0051,M,C,2010,3,2010-07-23,0,0,89.6,0.0,0,3,0.6333333333333333
CS,CS0051,M,C,2010,2,2010-03-29,0,0,53.2,0.08,1,2,0.26666666666666666
CS,CS0051,M,C,2009,1,2009-12-01,0,0,40.8,0.22,0,1,0.56
CS,CS0051,M,C,2010,2,2010-06-17,0,0,81.0,0.0,0,1,0.6
CS,CS0051,M,C,2010,3,2010-07-21,0,0,89.6,0.0,0,3,0.23333333333333334
CS,CS0051,M,C,2011,2,2011-06-15,0,0,78.4,0.0,0,1,0.5
CS,CS0051,M,C,2009,3,2009-09-22,0,0,80.1,0.0,0,2,0.44
CS,CS0051,M,C,2010,3,2010-07-27,0,0,89.6,0.0,0,3,0.1
CS,CS0051,M,C,2010,1,2010-11-10,0,0,50.7,0.11,0,1,0.1
CS,CS0051,M,C,2010,2,2010-03-25,1,1,53.2,0.08,1,2,0.43333333333333335
CS,CS0051,M,C,2010,2,2010-04-02,0,0,57.6,0.03,1,2,0.4
CS,CS0051,M,C,2010,3,2010-09-29,0,0,77.4,0.0,0,1,0.7
CS,CS0051,M,C,2010,1,2011-02-02,0,0,45.3,0.0,0,1,0.28125
CS,CS0051,M,C,2010,3,2010-10-14,0,0,65.7,0.38,0,1,0.5333333333333333
CS,CS0051,M,C,2010,2,2010-05-25,0,0,64.9,0.0,0,1,0.6333333333333333
CS,CS0051,M,C,2010,3,2010-09-24,0,0,77.4,0.0,0,1,0.7333333333333333
CS,CS0051,M,C,2009,1,2009-11-02,0,0,53.2,0.02,0,1,0.2
CS,CS0051,M,C,2010,2,2010-06-09,0,0,81.0,0.0,0,3,0.6333333333333333
CS,CS0051,M,C,2010,2,2010-05-27,0,0,64.9,0.0,0,3,0.6333333333333333
CS,CS0051,M,C,2010,2,2010-05-14,0,0,64.9,0.0,0,3,0.7
CS,CS0051,M,C,2009,1,2009-11-04,0,0,53.2,0.02,0,1,0.24
CS,CS0051,M,C,2010,1,2010-12-03,0,0,46.6,2.11,0,1,0.23333333333333334
CS,CS0051,M,C,2010,2,2010-06-11,0,0,81.0,0.0,0,1,0.6666666666666666
CS,CS0051,M,C,2010,3,2010-08-30,0,0,84.0,0.0,0,3,0.6666666666666666
CS,CS0051,M,C,2010,2,2010-06-30,0,0,81.0,0.0,0,1,0.6
CS,CS0051,M,C,2010,3,2010-09-30,0,0,77.4,0.0,0,1,0.6666666666666666
CS,CS0051,M,C,2010,2,2010-03-18,1,1,53.2,0.08,1,2,0.23333333333333334
CS,CS0051,M,C,2010,3,2010-09-22,0,0,77.4,0.0,0,1,0.5333333333333333
CS,CS0051,M,C,2010,2,2010-05-20,0,0,64.9,0.0,0,3,0.5333333333333333
CS,CS0051,M,C,2009,3,2009-09-29,0,0,80.1,0.0,0,1,0.64
CS,CS0051,M,C,2009,3,2009-08-04,0,0,83.5,0.0,0,1,0.68
CS,CS0051,M,C,2010,1,2011-01-03,0,0,44.6,0.0,0,1,0.28125
CS,CS0051,M,C,2010,3,2010-07-16,0,0,89.6,0.0,0,1,0.6333333333333333
CS,CS0051,M,C,2009,1,2010-01-05,0,0,44.1,1.92,0,1,0.5
CS,CS0051,M,C,2010,1,2011-02-23,0,0,45.3,0.0,0,1,0.15625
CS,CS0051,M,C,2009,3,2009-07-23,0,0,90.0,0.15,0,1,0.12
CS,CS0051,M,C,2010,2,2010-03-26,1,1,53.2,0.08,1,2,0.36666666666666664
CS,CS0051,M,C,2010,2,2010-05-18,0,0,64.9,0.0,0,2,0.6333333333333333
CS,CS0051,M,C,2009,3,2009-07-20,1,1,90.0,0.15,1,1,0.76
CS,CS0051,M,C,2010,3,2010-07-28,0,0,89.6,0.0,0,3,0.6
CS,CS0050,M,C,2010,3,2010-08-10,0,0,84.0,0.0,0,1,0.6666666666666666
CS,CS0050,M,C,2010,1,2010-11-11,0,0,50.7,0.11,0,3,0.03333333333333333
CS,CS0050,M,C,2010,1,2011-02-02,0,0,45.3,0.0,0,3,0.28125
CS,CS0050,M,C,2011,2,2011-03-10,0,0,53.6,0.15,0,3,0.03125
CS,CS0050,M,C,2010,2,2010-03-14,0,0,53.2,0.08,0,3,0.23333333333333334
CS,CS0050,M,C,2009,1,2009-11-18,0,0,53.2,0.02,0,2,0.6
CS,CS0050,M,C,2011,3,2011-08-08,0,0,84.7,0.46,0,1,0.15625
CS,CS0050,M,C,2010,2,2010-03-19,0,0,53.2,0.08,0,3,0.2
CS,CS0050,M,C,2009,1,2010-02-10,0,0,48.4,1.16,0,3,0.3
CS,CS0050,M,C,2010,2,2010-03-17,0,0,53.2,0.08,0,3,0.16666666666666666
CS,CS0050,M,C,2010,1,2011-02-22,0,0,45.3,0.0,0,3,0.4375
CS,CS0050,M,C,2009,3,2009-10-30,0,0,61.7,0.0,0,2,0.56
CS,CS0050,M,C,2010,1,2011-01-03,0,0,44.6,0.0,0,3,0.28125
CS,CS0050,M,C,2009,3,2009-08-07,0,0,83.5,0.0,0,2,0.8
CS,CS0050,M,C,2010,1,2010-12-09,0,0,46.6,2.11,0,3,0.06666666666666667
CS,CS0050,M,C,2011,2,2011-06-20,0,0,78.4,0.0,0,1,0.21875
CS,CS0050,M,C,2010,3,2010-07-21,0,0,89.6,0.0,0,1,0.23333333333333334
CS,CS0050,M,C,2009,1,2010-01-21,0,0,44.1,1.92,0,3,0.36666666666666664
CS,CS0050,M,C,2009,2,2009-06-25,0,0,77.9,0.11,0,2,0.76
CS,CS0050,M,C,2009,1,2009-12-01,0,0,40.8,0.22,0,2,0.56
CS,CS0050,M,C,2009,2,2009-06-29,0,0,77.9,0.11,0,2,0.76
CS,CS0050,M,C,2009,3,2009-07-08,1,1,90.0,0.15,1,2,0.36
CS,CS0050,M,C,2011,2,2011-03-24,0,0,53.6,0.15,0,3,0.28125
CS,CS0050,M,C,2010,2,2010-06-28,0,0,81.0,0.0,0,3,0.6666666666666666
CS,CS0050,M,C,2009,3,2009-10-19,0,0,61.7,0.0,0,2,0.48
CS,CS0050,M,C,2010,3,2010-07-16,0,0,89.6,0.0,0,1,0.6333333333333333
CS,CS0050,M,C,2009,1,2010-01-05,0,0,44.1,1.92,0,3,0.5
CS,CS0050,M,C,2010,3,2010-10-26,0,0,65.7,0.38,0,1,0.5
CS,CS0050,M,C,2010,2,2010-03-09,0,0,53.2,0.08,0,3,0.3333333333333333
CS,CS0050,M,C,2009,3,2009-07-20,0,0,90.0,0.15,1,2,0.76
CS,CS0012,M,C,2013,3,2013-10-18,1,1,60.6,0.05,1,1,0.8536585365853658
CS,CS0012,M,C,2010,2,2010-06-18,0,0,81.0,0.0,0,1,0.6
CS,CS0012,M,C,2009,2,2009-03-19,0,0,54.1,0.0,0,1,0.6
CS,CS0012,M,C,2010,2,2010-05-24,0,0,64.9,0.0,0,1,0.6333333333333333
CS,CS0012,M,C,2012,1,2012-12-11,0,0,44.6,0.17,0,1,0.5476190476190477
CS,CS0012,M,C,2010,2,2010-06-29,0,0,81.0,0.0,0,2,0.6333333333333333
CS,CS0012,M,C,2010,1,2010-11-05,0,0,50.7,0.11,0,3,0.5
CS,CS0012,M,C,2010,2,2010-06-10,0,0,81.0,0.0,0,4,0.6666666666666666
CS,CS0012,M,C,2010,3,2010-10-07,0,0,65.7,0.38,0,2,0.5666666666666667
CS,CS0012,M,C,2010,2,2010-06-21,0,0,81.0,0.0,0,1,0.4666666666666667
CS,CS0012,M,C,2008,1,2009-02-26,0,0,46.8,1.06,0,1,0.76
CS,CS0012,M,C,2010,2,2010-05-17,0,0,64.9,0.0,2,3,0.5333333333333333
CS,CS0012,M,C,2009,2,2009-03-05,0,0,54.1,0.0,0,1,0.72
CS,CS0012,M,C,2011,3,2011-07-05,0,0,85.8,0.0,1,1,0.59375
CS,CS0012,M,C,2013,3,2013-09-12,1,1,77.9,0.04,1,1,0.4146341463414634
CS,CS0012,M,C,2010,1,2011-02-01,0,0,45.3,0.0,0,2,0.53125
CS,CS0012,M,C,2010,2,2010-05-25,1,1,64.9,0.0,1,2,0.6333333333333333
CS,CS0012,M,C,2010,3,2010-07-29,0,0,89.6,0.0,0,1,0.6
CS,CS0012,M,C,2010,2,2010-06-28,0,0,81.0,0.0,0,1,0.6666666666666666
CS,CS0012,M,C,2010,1,2010-11-02,0,0,50.7,0.11,0,2,0.7
CS,CS0012,M,C,2008,1,2009-02-03,0,0,46.8,1.06,0,1,0.72
CS,CS0012,M,C,2010,2,2010-05-10,0,0,64.9,0.0,0,1,0.6666666666666666
CS,CS0012,M,C,2011,2,2011-05-21,0,0,65.8,0.1,0,1,0.3125
CS,CS0012,M,C,2010,3,2010-10-06,0,0,65.7,0.38,1,3,0.5
CS,CS0012,M,C,2012,1,2012-11-26,0,0,55.0,0.03,0,1,0.47619047619047616
CS,CS0012,M,C,2013,3,2013-10-24,1,1,60.6,0.05,1,1,0.6341463414634146
CS,CS0012,M,C,2010,2,2010-05-18,0,0,64.9,0.0,0,2,0.6333333333333333
CS,CS0012,M,C,2011,2,2011-03-02,0,0,53.6,0.15,0,2,0.71875
CS,CS0012,M,C,2010,2,2010-05-26,0,0,64.9,0.0,0,3,0.6333333333333333
CS,CS0012,M,C,2010,3,2010-09-27,0,0,77.4,0.0,1,5,0.7333333333333333
CS,CS0012,M,C,2011,2,2011-04-20,0,0,61.9,0.0,0,2,0.375
CS,CS0012,M,C,2010,2,2010-06-04,0,0,81.0,0.0,0,4,0.5666666666666667
CS,CS0012,M,C,2010,2,2010-05-11,0,0,64.9,0.0,0,2,0.6
CS,CS0012,M,C,2010,2,2010-06-23,0,0,81.0,0.0,0,1,0.4666666666666667
CS,CS0012,M,C,2013,1,2013-11-19,1,1,52.5,0.94,1,1,0.6829268292682927
CS,CS0012,M,C,2010,3,2010-10-08,0,0,65.7,0.38,0,2,0.5333333333333333
CS,CS0012,M,C,2010,2,2010-05-19,0,0,64.9,0.0,1,4,0.43333333333333335
CS,CS0012,M,C,2013,1,2014-02-13,1,1,51.3,0.0,1,1,0.8333333333333334
CS,CS0012,M,C,2010,2,2010-04-29,0,0,57.6,0.03,0,2,0.43333333333333335
CS,CS0012,M,C,2008,1,2009-01-08,0,0,47.8,0.08,0,1,0.8
CS,CS0012,M,C,2011,3,2011-10-27,1,1,65.8,0.0,1,1,0.59375
CS,CS0012,M,C,2010,2,2010-05-12,0,0,64.9,0.0,0,0,0.4666666666666667
CS,CS0012,M,C,2010,2,2010-05-27,0,0,64.9,0.0,0,4,0.6333333333333333
CS,CS0012,M,C,2013,1,2014-01-16,1,1,50.2,0.0,1,1,0.8333333333333334
CS,CS0012,M,C,2010,2,2010-06-30,0,0,81.0,0.0,0,2,0.6
CS,CS0012,M,C,2010,1,2011-01-04,0,0,44.6,0.0,0,2,0.53125
CS,CS0012,M,C,2010,2,2010-06-07,0,0,81.0,0.0,0,4,0.4
CS,CS0012,M,C,2010,2,2010-05-20,0,0,64.9,0.0,0,1,0.5333333333333333
CS,CS0012,M,C,2008,1,2008-12-01,0,0,42.6,0.11,0,1,0.7692307692307693
CS,CS0012,M,C,2010,3,2010-07-16,0,0,89.6,0.0,0,1,0.6333333333333333
CS,CS0012,M,C,2010,2,2010-06-22,0,0,81.0,0.0,0,1,0.4666666666666667
CS,CS0012,M,C,2010,3,2010-09-21,1,1,77.4,0.0,1,2,0.6
CS,CS0012,M,C,2011,1,2012-02-07,1,1,49.5,0.23,1,1,0.6190476190476191
CS,CS0012,M,C,2010,2,2010-04-28,0,0,57.6,0.03,0,2,0.43333333333333335
CS,CS0012,M,C,2010,1,2010-11-09,0,0,50.7,0.11,0,3,0.5666666666666667
CS,CS0012,M,C,2010,2,2010-06-14,0,0,81.0,0.0,0,2,0.6666666666666666
CS,CS0012,M,C,2011,2,2011-03-25,0,0,53.6,0.15,0,2,0.5
CS,CS0012,M,C,2010,3,2010-09-29,1,1,77.4,0.0,1,4,0.7
CS,CS0012,M,C,2010,2,2010-06-25,0,0,81.0,0.0,0,1,0.6333333333333333
CS,CS0012,M,C,2010,1,2010-11-01,0,0,50.7,0.11,0,3,0.5333333333333333
CS,CS0012,M,C,2012,2,2012-05-16,0,0,74.1,0.0,0,1,0.8809523809523809
CS,CS0012,M,C,2010,3,2010-10-26,0,0,65.7,0.38,0,3,0.5
CS,CS0012,M,C,2010,3,2010-09-28,0,0,77.4,0.0,0,4,0.5
CS,CS0012,M,C,2012,3,2012-10-10,1,1,65.8,0.61,1,2,0.7857142857142857
CS,CS0012,M,C,2013,1,2013-11-04,1,1,52.5,0.94,1,1,0.6829268292682927
CS,CS0012,M,C,2010,2,2010-06-17,0,0,81.0,0.0,0,2,0.6
CS,CS0012,M,C,2012,2,2012-03-26,0,0,53.8,0.02,1,1,0.30952380952380953
CS,CS0012,M,C,2010,2,2010-04-27,0,0,57.6,0.03,1,0,0.6333333333333333
CS,CS0012,M,C,2010,2,2010-06-09,0,0,81.0,0.0,0,4,0.6333333333333333
CS,CS0012,M,C,2009,2,2009-03-09,0,0,54.1,0.0,0,1,0.8
CS,CS0012,M,C,2012,3,2012-07-18,0,0,86.4,0.1,0,1,0.35714285714285715
CS,CS0012,M,C,2010,1,2010-11-30,0,0,50.7,0.11,0,3,0.5666666666666667
CS,CS0012,M,C,2011,3,2011-10-13,0,0,65.8,0.0,0,2,0.3125
CS,CS0012,M,C,2009,2,2009-04-15,0,0,60.8,0.0,0,1,0.68
CS,CS0012,M,C,2011,1,2011-11-30,1,1,48.4,0.0,1,1,0.34375
CS,CS0012,M,C,2008,1,2009-02-12,0,0,46.8,1.06,0,1,0.76
CS,CS0012,M,C,2010,2,2010-06-16,0,0,81.0,0.0,0,2,0.5666666666666667
CS,CS0012,M,C,2011,2,2011-03-31,0,0,53.6,0.15,0,2,0.1875
CS,CS0012,M,C,2008,1,2009-02-23,0,0,46.8,1.06,0,1,0.76
CS,CS0012,M,C,2010,3,2010-07-30,0,0,89.6,0.0,0,1,0.5666666666666667
CS,CS0012,M,C,2010,3,2010-09-23,1,1,77.4,0.0,1,4,0.5
CS,CS0012,M,C,2013,2,2013-06-18,0,0,83.8,0.0,0,1,0.24390243902439024
CS,CS0012,M,C,2013,1,2014-02-25,1,1,51.3,0.0,1,1,0.8095238095238095
CS,CS0012,M,C,2011,1,2012-01-11,1,1,45.9,0.0,1,1,0.5952380952380952
CS,CS0012,M,C,2012,1,2013-01-17,0,0,41.9,0.36,0,2,0.9512195121951219
CS,CS0012,M,C,2014,2,2014-03-11,0,0,56.8,0.26,0,1,0.3333333333333333
CS,CS0012,M,C,2010,1,2011-02-22,0,0,45.3,0.0,0,2,0.4375
CS,CS0012,M,C,2012,2,2012-06-21,0,0,82.4,0.0,0,1,0.35714285714285715
CS,CS0012,M,C,2008,1,2008-11-19,0,0,57.2,0.56,0,1,0.5384615384615384
CS,CS0012,M,C,2008,1,2009-02-11,0,0,46.8,1.06,0,1,0.8
CS,CS0012,M,C,2009,2,2009-03-11,0,0,54.1,0.0,0,1,0.32
CS,CS0012,M,C,2010,3,2010-08-16,0,0,84.0,0.0,0,2,0.5333333333333333
CS,CS0012,M,C,2010,3,2010-10-12,0,0,65.7,0.38,0,4,0.26666666666666666
CS,CS0012,M,C,2010,3,2010-09-24,1,1,77.4,0.0,1,4,0.7333333333333333
CS,CS0012,M,C,2009,2,2009-03-03,0,0,54.1,0.0,0,1,0.56
CS,CS0012,M,C,2010,2,2010-06-11,0,0,81.0,0.0,0,5,0.6666666666666666
CS,CS0012,M,C,2013,1,2014-02-24,1,1,51.3,0.0,1,1,0.047619047619047616
CS,CS0012,M,C,2012,2,2012-03-12,1,1,53.8,0.02,1,1,0.47619047619047616
CS,CS0012,M,C,2013,1,2013-12-18,1,1,44.6,0.0,1,1,0.6829268292682927
CS,CS0011,M,C,2013,3,2013-10-18,0,0,60.6,0.05,0,1,0.8536585365853658
CS,CS0011,M,C,2010,2,2010-06-18,0,0,81.0,0.0,0,1,0.6
CS,CS0011,M,C,2009,2,2009-03-19,0,0,54.1,0.0,0,1,0.6
CS,CS0011,M,C,2012,1,2012-12-11,0,0,44.6,0.17,0,1,0.5476190476190477
CS,CS0011,M,C,2010,2,2010-04-15,0,0,57.6,0.03,0,1,0.4666666666666667
CS,CS0011,M,C,2010,3,2010-07-28,0,0,89.6,0.0,0,1,0.6
CS,CS0011,M,C,2010,2,2010-06-29,0,0,81.0,0.0,0,1,0.6333333333333333
CS,CS0011,M,C,2010,1,2010-11-05,0,0,50.7,0.11,0,2,0.5
CS,CS0011,M,C,2010,2,2010-06-10,0,0,81.0,0.0,0,1,0.6666666666666666
CS,CS0011,M,C,2010,3,2010-10-07,0,0,65.7,0.38,0,2,0.5666666666666667
CS,CS0011,M,C,2010,2,2010-04-21,0,0,57.6,0.03,0,2,0.5666666666666667
CS,CS0011,M,C,2010,2,2010-03-19,0,0,53.2,0.08,1,3,0.2
CS,CS0011,M,C,2012,3,2012-08-10,0,0,88.5,0.53,0,2,0.19047619047619047
CS,CS0011,M,C,2010,2,2010-06-21,0,0,81.0,0.0,0,1,0.4666666666666667
CS,CS0011,M,C,2008,1,2009-02-26,0,0,46.8,1.06,0,1,0.76
CS,CS0011,M,C,2009,3,2009-08-07,0,0,83.5,0.0,0,1,0.8
CS,CS0011,M,C,2010,2,2010-05-17,0,0,64.9,0.0,0,2,0.5333333333333333
CS,CS0011,M,C,2010,1,2010-11-02,0,0,50.7,0.11,0,2,0.7
CS,CS0011,M,C,2011,3,2011-07-05,0,0,85.8,0.0,0,1,0.59375
CS,CS0011,M,C,2009,2,2009-06-02,0,0,77.9,0.11,0,1,0.64
CS,CS0011,M,C,2009,2,2009-06-01,0,0,77.9,0.11,0,1,0.64
CS,CS0011,M,C,2008,1,2009-02-11,0,0,46.8,1.06,0,1,0.8
CS,CS0011,M,C,2008,1,2009-02-03,0,0,46.8,1.06,0,1,0.72
CS,CS0011,M,C,2010,3,2010-10-14,0,0,65.7,0.38,0,2,0.5333333333333333
CS,CS0011,M,C,2010,3,2010-07-29,0,0,89.6,0.0,0,1,0.6
CS,CS0011,M,C,2010,2,2010-06-28,0,0,81.0,0.0,0,1,0.6666666666666666
CS,CS0011,M,C,2009,2,2009-03-05,0,0,54.1,0.0,0,1,0.72
CS,CS0011,M,C,2010,3,2010-08-30,0,0,84.0,0.0,0,1,0.6666666666666666
CS,CS0011,M,C,2012,2,2012-04-05,0,0,63.5,0.08,0,2,0.14285714285714285
CS,CS0011,M,C,2012,1,2012-11-26,0,0,55.0,0.03,0,1,0.47619047619047616
CS,CS0011,M,C,2013,3,2013-10-24,0,0,60.6,0.05,0,1,0.6341463414634146
CS,CS0011,M,C,2012,3,2012-10-27,0,0,65.8,0.61,0,1,0.23809523809523808
CS,CS0011,M,C,2009,3,2009-07-20,0,0,90.0,0.15,0,1,0.76
CS,CS0011,M,C,2009,2,2009-06-24,0,0,77.9,0.11,0,1,0.64
CS,CS0011,M,C,2009,3,2009-07-13,0,0,90.0,0.15,0,1,0.6
CS,CS0011,M,C,2010,2,2010-03-24,0,0,53.2,0.08,0,3,0.4
CS,CS0011,M,C,2009,2,2009-06-03,0,0,77.9,0.11,0,1,0.64
CS,CS0011,M,C,2011,2,2011-03-02,0,0,53.6,0.15,0,1,0.71875
CS,CS0011,M,C,2010,3,2010-09-27,2,1,77.4,0.0,2,1,0.7333333333333333
CS,CS0011,M,C,2010,2,2010-06-04,0,0,81.0,0.0,0,2,0.5666666666666667
CS,CS0011,M,C,2010,2,2010-05-11,0,0,64.9,0.0,0,2,0.6
CS,CS0011,M,C,2010,3,2010-10-25,0,0,65.7,0.38,0,2,0.3333333333333333
CS,CS0011,M,C,2010,2,2010-03-17,0,0,53.2,0.08,0,3,0.16666666666666666
CS,CS0011,M,C,2009,2,2009-06-08,0,0,77.9,0.11,0,1,0.76
CS,CS0011,M,C,2010,2,2010-06-23,0,0,81.0,0.0,0,1,0.4666666666666667
CS,CS0011,M,C,2013,1,2013-11-19,0,0,52.5,0.94,0,1,0.6829268292682927
CS,CS0011,M,C,2010,2,2010-05-19,0,0,64.9,0.0,0,2,0.43333333333333335
CS,CS0011,M,C,2013,1,2014-02-13,0,0,51.3,0.0,0,1,0.8333333333333334
CS,CS0011,M,C,2009,2,2009-06-25,0,0,77.9,0.11,0,1,0.76
CS,CS0011,M,C,2010,3,2010-09-20,0,0,77.4,0.0,1,1,0.43333333333333335
CS,CS0011,M,C,2010,2,2010-03-25,0,0,53.2,0.08,0,3,0.43333333333333335
CS,CS0011,M,C,2008,1,2009-01-08,0,0,47.8,0.08,0,1,0.8
CS,CS0011,M,C,2010,2,2010-06-15,0,0,81.0,0.0,0,1,0.5666666666666667
CS,CS0011,M,C,2013,1,2014-01-16,0,0,50.2,0.0,0,1,0.8333333333333334
CS,CS0011,M,C,2010,2,2010-06-30,0,0,81.0,0.0,0,1,0.6
CS,CS0011,M,C,2010,1,2011-01-04,0,0,44.6,0.0,0,1,0.53125
CS,CS0011,M,C,2010,2,2010-06-07,0,0,81.0,0.0,0,1,0.4
CS,CS0011,M,C,2010,2,2010-05-20,0,0,64.9,0.0,0,2,0.5333333333333333
CS,CS0011,M,C,2008,1,2008-12-01,0,0,42.6,0.11,0,1,0.7692307692307693
CS,CS0011,M,C,2009,3,2009-07-07,0,0,90.0,0.15,0,1,0.36
CS,CS0011,M,C,2010,2,2010-03-30,0,0,53.2,0.08,0,3,0.4666666666666667
CS,CS0011,M,C,2010,2,2010-04-20,0,0,57.6,0.03,0,1,0.5666666666666667
CS,CS0011,M,C,2011,2,2011-06-17,0,0,78.4,0.0,0,1,0.125
CS,CS0011,M,C,2010,2,2010-03-09,0,0,53.2,0.08,0,3,0.3333333333333333
CS,CS0011,M,C,2010,2,2010-06-22,0,0,81.0,0.0,0,1,0.4666666666666667
CS,CS0011,M,C,2014,2,2014-03-12,0,0,56.8,0.26,0,1,0.5238095238095238
CS,CS0011,M,C,2009,3,2009-07-15,0,0,90.0,0.15,0,1,0.64
CS,CS0011,M,C,2010,3,2010-09-21,1,1,77.4,0.0,1,1,0.6
CS,CS0011,M,C,2011,1,2012-02-07,0,0,49.5,0.23,0,2,0.6190476190476191
CS,CS0011,M,C,2010,2,2010-04-28,0,0,57.6,0.03,0,2,0.43333333333333335
CS,CS0011,M,C,2010,1,2010-11-09,0,0,50.7,0.11,0,2,0.5666666666666667
CS,CS0011,M,C,2010,2,2010-06-14,0,0,81.0,0.0,0,1,0.6666666666666666
CS,CS0011,M,C,2014,2,2014-03-04,0,0,56.8,0.26,0,1,0.7619047619047619
CS,CS0011,M,C,2009,2,2009-03-03,0,0,54.1,0.0,0,1,0.56
CS,CS0011,M,C,2011,1,2012-01-18,0,0,45.9,0.0,0,2,0.047619047619047616
CS,CS0011,M,C,2010,2,2010-03-23,0,0,53.2,0.08,0,3,0.4
CS,CS0011,M,C,2009,2,2009-06-22,0,0,77.9,0.11,0,1,0.64
CS,CS0011,M,C,2010,2,2010-03-14,0,0,53.2,0.08,0,3,0.23333333333333334
CS,CS0011,M,C,2010,3,2010-08-10,0,0,84.0,0.0,0,2,0.6666666666666666
CS,CS0011,M,C,2010,2,2010-06-25,0,0,81.0,0.0,0,1,0.6333333333333333
CS,CS0011,M,C,2010,1,2010-11-01,0,0,50.7,0.11,0,2,0.5333333333333333
CS,CS0011,M,C,2009,2,2009-05-14,0,0,77.0,0.0,0,1,0.72
CS,CS0011,M,C,2010,3,2010-10-27,0,0,65.7,0.38,0,2,0.3333333333333333
CS,CS0011,M,C,2010,2,2010-04-19,0,0,57.6,0.03,1,2,0.5666666666666667
CS,CS0011,M,C,2011,2,2011-06-18,0,0,78.4,0.0,0,1,0.03125
CS,CS0011,M,C,2010,3,2010-09-28,2,1,77.4,0.0,2,1,0.5
CS,CS0011,M,C,2010,3,2010-08-18,0,0,84.0,0.0,0,2,0.4666666666666667
CS,CS0011,M,C,2010,2,2010-06-17,0,0,81.0,0.0,0,1,0.6
CS,CS0011,M,C,2012,2,2012-03-26,0,0,53.8,0.02,0,2,0.30952380952380953
CS,CS0011,M,C,2009,3,2009-07-17,0,0,90.0,0.15,0,1,0.68
CS,CS0011,M,C,2010,2,2010-04-02,0,0,57.6,0.03,0,3,0.4
CS,CS0011,M,C,2009,3,2009-07-14,0,0,90.0,0.15,0,1,0.64
CS,CS0011,M,C,2010,2,2010-06-09,0,0,81.0,0.0,0,1,0.6333333333333333
CS,CS0011,M,C,2009,2,2009-06-23,0,0,77.9,0.11,0,1,0.64
CS,CS0011,M,C,2009,2,2009-03-09,0,0,54.1,0.0,0,1,0.8
CS,CS0011,M,C,2012,3,2012-07-18,0,0,86.4,0.1,0,2,0.35714285714285715
CS,CS0011,M,C,2010,1,2010-11-30,0,0,50.7,0.11,0,2,0.5666666666666667
CS,CS0011,M,C,2009,2,2009-05-13,0,0,77.0,0.0,0,1,0.72
CS,CS0011,M,C,2010,3,2010-10-26,0,0,65.7,0.38,0,2,0.5
CS,CS0011,M,C,2013,1,2013-11-04,0,0,52.5,0.94,0,1,0.6829268292682927
CS,CS0011,M,C,2010,3,2010-07-22,0,0,89.6,0.0,0,1,0.2
CS,CS0011,M,C,2011,1,2011-11-30,0,0,48.4,0.0,0,2,0.34375
CS,CS0011,M,C,2013,3,2013-09-24,0,0,77.9,0.04,0,1,0.8536585365853658
CS,CS0011,M,C,2008,1,2009-02-12,0,0,46.8,1.06,0,1,0.76
CS,CS0011,M,C,2010,2,2010-06-16,0,0,81.0,0.0,0,1,0.5666666666666667
CS,CS0011,M,C,2008,1,2009-02-23,0,0,46.8,1.06,0,1,0.76
CS,CS0011,M,C,2009,3,2009-07-16,0,0,90.0,0.15,0,1,0.64
CS,CS0011,M,C,2010,2,2010-04-01,0,0,57.6,0.03,0,3,0.4666666666666667
